,Group,Class,PC1,PC2
761,French.HO,PCA,-87.8448759073094,-48.3553897335573
762,Sicilian.HO,PCA,4.82010516685413,-2.62366715096126
763,Turkish_Balikesir.HO,PCA,14.5681449098524,48.8480707003588
764,Jew_Yemenite.HO,PCA,150.008604837075,-15.8379729252034
765,Sicilian.HO,PCA,8.93803991060595,-0.200778074766593
766,Sicilian.HO,PCA,11.5849033343294,1.36464567236691
767,Norwegian.HO,PCA,-119.952304740026,-8.67977788540201
768,Jew_Iraqi.HO,PCA,81.3383467055799,38.768845508243
769,Cypriot.HO,PCA,48.4518539745404,20.6473228426514
770,Croatian.HO,PCA,-76.8494399067624,1.46720034878188
771,Greek.HO,PCA,-31.5247271580165,4.58758073398764
772,Albanian.HO,PCA,-26.5048949463775,4.56904028172629
773,Turkish.HO,PCA,7.30873735701287,48.7849514379635
774,Basque.HO,PCA,-93.6246332294813,-64.1505711717747
775,Greek.HO,PCA,-20.0132927967891,3.31532103755586
776,Jew_Libyan.HO,PCA,71.3356652542516,1.14602778071754
777,Turkish_Balikesir.HO,PCA,17.022976978064,68.1130138161556
778,Norwegian.HO,PCA,-112.26736397924,-17.4125562954679
779,French.HO,PCA,-78.6302159527731,-58.2903774920935
780,Basque.HO,PCA,-96.9143284972362,-65.1115627011961
781,Basque.HO,PCA,-90.0724605004294,-65.0086282419108
782,Greek.HO,PCA,-28.3966592987207,10.0022897915588
783,Greek.HO,PCA,-20.3672748767812,9.26722364009552
784,Maltese.HO,PCA,33.0261964328351,9.56351022624325
785,Greek.HO,PCA,-34.1290873438993,-1.37952446603885
786,Maltese.HO,PCA,31.5450113845948,-9.55843138264485
787,Greek.HO,PCA,-33.9808881078938,3.0479338004233
788,Jew_Iranian.HO,PCA,78.6535890505952,51.3967496207457
789,Jew_Moroccan.HO,PCA,48.9661589911064,-9.71252372404846
790,Turkish.HO,PCA,-8.43186531931454,32.8857689879416
791,Jew_Libyan.HO,PCA,66.5950934808205,-7.04778131950843
792,Cypriot.HO,PCA,51.5454803714131,25.407318372149
793,French.HO,PCA,-86.4826835029609,-50.4814093503357
794,Cypriot.HO,PCA,29.3864000580191,17.8954288987664
795,Jew_Tunisian.HO,PCA,81.0451330277788,-13.8861738686991
796,Maltese.HO,PCA,15.704345596852,-3.70528329501352
797,Jew_Moroccan.HO,PCA,54.0167511509025,-1.35991375934722
798,Jew_Libyan.HO,PCA,79.3401566445039,-12.1669429454537
799,Turkish.HO,PCA,38.3875920492645,59.8786399122144
800,Basque.HO,PCA,-94.4229584003187,-79.0007524048703
801,Cypriot.HO,PCA,50.9109445766956,15.9995430045852
802,Jew_Yemenite.HO,PCA,166.059393766889,-32.7096767583475
803,Jew_Tunisian.HO,PCA,91.3642723296178,-7.1397580772583
